issue	ymd	term	record	wan	qian	bai	shi	ge
"180905040"	"2018-09-05"	"40"	"6,1,4,6,7"	"6"	"1"	"4"	"6"	"7"
"180905041"	"2018-09-05"	"41"	"8,3,2,8,0"	"8"	"3"	"2"	"8"	"0"
"180905042"	"2018-09-05"	"42"	"3,7,3,4,3"	"3"	"7"	"3"	"4"	"3"
"180905043"	"2018-09-05"	"43"	"2,3,7,3,8"	"2"	"3"	"7"	"3"	"8"
"180905044"	"2018-09-05"	"44"	"4,8,7,8,8"	"4"	"8"	"7"	"8"	"8"
"180905045"	"2018-09-05"	"45"	"2,9,3,6,2"	"2"	"9"	"3"	"6"	"2"
"180905046"	"2018-09-05"	"46"	"5,8,4,3,9"	"5"	"8"	"4"	"3"	"9"
"180905047"	"2018-09-05"	"47"	"3,1,3,4,7"	"3"	"1"	"3"	"4"	"7"
"180905048"	"2018-09-05"	"48"	"5,0,5,6,0"	"5"	"0"	"5"	"6"	"0"
"180905049"	"2018-09-05"	"49"	"5,6,1,8,8"	"5"	"6"	"1"	"8"	"8"
"180905050"	"2018-09-05"	"50"	"1,0,3,6,9"	"1"	"0"	"3"	"6"	"9"
"180905051"	"2018-09-05"	"51"	"5,3,8,0,7"	"5"	"3"	"8"	"0"	"7"
"180905052"	"2018-09-05"	"52"	"0,8,3,6,4"	"0"	"8"	"3"	"6"	"4"
"180905053"	"2018-09-05"	"53"	"3,5,7,4,2"	"3"	"5"	"7"	"4"	"2"
"180905054"	"2018-09-05"	"54"	"4,2,3,1,7"	"4"	"2"	"3"	"1"	"7"
"180905055"	"2018-09-05"	"55"	"3,4,2,3,4"	"3"	"4"	"2"	"3"	"4"
"180905056"	"2018-09-05"	"56"	"0,7,5,9,3"	"0"	"7"	"5"	"9"	"3"
"180905057"	"2018-09-05"	"57"	"6,2,4,3,5"	"6"	"2"	"4"	"3"	"5"
"180905058"	"2018-09-05"	"58"	"0,6,1,6,3"	"0"	"6"	"1"	"6"	"3"
"180905059"	"2018-09-05"	"59"	"8,5,2,9,1"	"8"	"5"	"2"	"9"	"1"
"180905060"	"2018-09-05"	"60"	"6,4,0,3,4"	"6"	"4"	"0"	"3"	"4"
"180905061"	"2018-09-05"	"61"	"0,3,9,5,7"	"0"	"3"	"9"	"5"	"7"
"180905062"	"2018-09-05"	"62"	"2,5,0,0,4"	"2"	"5"	"0"	"0"	"4"
"180905063"	"2018-09-05"	"63"	"3,5,8,5,5"	"3"	"5"	"8"	"5"	"5"
"180905064"	"2018-09-05"	"64"	"0,9,4,2,6"	"0"	"9"	"4"	"2"	"6"
"180905065"	"2018-09-05"	"65"	"8,3,0,7,2"	"8"	"3"	"0"	"7"	"2"
"180905066"	"2018-09-05"	"66"	"3,2,2,5,9"	"3"	"2"	"2"	"5"	"9"
"180905067"	"2018-09-05"	"67"	"0,6,5,7,4"	"0"	"6"	"5"	"7"	"4"
"180905068"	"2018-09-05"	"68"	"6,7,9,5,7"	"6"	"7"	"9"	"5"	"7"
"180905069"	"2018-09-05"	"69"	"2,0,3,3,5"	"2"	"0"	"3"	"3"	"5"
"180905070"	"2018-09-05"	"70"	"9,4,0,2,1"	"9"	"4"	"0"	"2"	"1"
"180905071"	"2018-09-05"	"71"	"8,6,3,1,8"	"8"	"6"	"3"	"1"	"8"
"180905072"	"2018-09-05"	"72"	"8,5,8,3,9"	"8"	"5"	"8"	"3"	"9"
"180905073"	"2018-09-05"	"73"	"1,3,5,0,2"	"1"	"3"	"5"	"0"	"2"
"180905074"	"2018-09-05"	"74"	"1,6,0,9,5"	"1"	"6"	"0"	"9"	"5"
"180905075"	"2018-09-05"	"75"	"3,9,9,0,9"	"3"	"9"	"9"	"0"	"9"
"180905076"	"2018-09-05"	"76"	"3,4,5,2,8"	"3"	"4"	"5"	"2"	"8"
"180905077"	"2018-09-05"	"77"	"7,2,3,9,8"	"7"	"2"	"3"	"9"	"8"
"180905078"	"2018-09-05"	"78"	"3,2,2,3,6"	"3"	"2"	"2"	"3"	"6"
"180905079"	"2018-09-05"	"79"	"6,8,3,1,8"	"6"	"8"	"3"	"1"	"8"
"180905080"	"2018-09-05"	"80"	"0,9,3,5,7"	"0"	"9"	"3"	"5"	"7"
"180905081"	"2018-09-05"	"81"	"1,9,4,5,4"	"1"	"9"	"4"	"5"	"4"
"180905082"	"2018-09-05"	"82"	"1,1,5,3,9"	"1"	"1"	"5"	"3"	"9"
"180905083"	"2018-09-05"	"83"	"5,7,6,5,0"	"5"	"7"	"6"	"5"	"0"
"180905084"	"2018-09-05"	"84"	"6,6,8,2,9"	"6"	"6"	"8"	"2"	"9"
"180905085"	"2018-09-05"	"85"	"8,8,7,1,7"	"8"	"8"	"7"	"1"	"7"
"180905086"	"2018-09-05"	"86"	"0,2,7,7,5"	"0"	"2"	"7"	"7"	"5"
"180905087"	"2018-09-05"	"87"	"5,3,9,2,2"	"5"	"3"	"9"	"2"	"2"
"180905088"	"2018-09-05"	"88"	"1,2,7,8,7"	"1"	"2"	"7"	"8"	"7"
"180905089"	"2018-09-05"	"89"	"1,7,9,6,3"	"1"	"7"	"9"	"6"	"3"
"180905090"	"2018-09-05"	"90"	"2,3,4,6,9"	"2"	"3"	"4"	"6"	"9"
"180905091"	"2018-09-05"	"91"	"3,9,8,9,3"	"3"	"9"	"8"	"9"	"3"
"180905092"	"2018-09-05"	"92"	"3,3,5,3,1"	"3"	"3"	"5"	"3"	"1"
"180905093"	"2018-09-05"	"93"	"5,0,2,8,5"	"5"	"0"	"2"	"8"	"5"
"180905094"	"2018-09-05"	"94"	"7,5,8,9,4"	"7"	"5"	"8"	"9"	"4"
"180905095"	"2018-09-05"	"95"	"3,4,8,1,9"	"3"	"4"	"8"	"1"	"9"
"180905096"	"2018-09-05"	"96"	"7,6,4,6,4"	"7"	"6"	"4"	"6"	"4"
"180905097"	"2018-09-05"	"97"	"2,1,5,0,1"	"2"	"1"	"5"	"0"	"1"
"180905098"	"2018-09-05"	"98"	"7,1,8,5,3"	"7"	"1"	"8"	"5"	"3"
"180905099"	"2018-09-05"	"99"	"4,3,2,0,3"	"4"	"3"	"2"	"0"	"3"
"180905100"	"2018-09-05"	"100"	"7,3,9,8,9"	"7"	"3"	"9"	"8"	"9"
"180905101"	"2018-09-05"	"101"	"0,3,2,1,1"	"0"	"3"	"2"	"1"	"1"
"180905102"	"2018-09-05"	"102"	"1,5,3,7,8"	"1"	"5"	"3"	"7"	"8"
"180905103"	"2018-09-05"	"103"	"3,8,2,7,9"	"3"	"8"	"2"	"7"	"9"
"180905104"	"2018-09-05"	"104"	"7,5,0,1,8"	"7"	"5"	"0"	"1"	"8"
"180905105"	"2018-09-05"	"105"	"1,1,0,8,1"	"1"	"1"	"0"	"8"	"1"
"180905106"	"2018-09-05"	"106"	"2,8,4,6,8"	"2"	"8"	"4"	"6"	"8"
"180905107"	"2018-09-05"	"107"	"2,2,7,0,0"	"2"	"2"	"7"	"0"	"0"
"180905108"	"2018-09-05"	"108"	"9,9,9,5,2"	"9"	"9"	"9"	"5"	"2"
"180905109"	"2018-09-05"	"109"	"7,4,6,6,9"	"7"	"4"	"6"	"6"	"9"
"180905110"	"2018-09-05"	"110"	"2,3,9,2,8"	"2"	"3"	"9"	"2"	"8"
"180905111"	"2018-09-05"	"111"	"3,1,9,2,8"	"3"	"1"	"9"	"2"	"8"
"180905112"	"2018-09-05"	"112"	"2,1,1,0,7"	"2"	"1"	"1"	"0"	"7"
"180905113"	"2018-09-05"	"113"	"3,7,5,8,9"	"3"	"7"	"5"	"8"	"9"
"180905114"	"2018-09-05"	"114"	"7,5,7,7,7"	"7"	"5"	"7"	"7"	"7"
"180905115"	"2018-09-05"	"115"	"7,5,0,1,7"	"7"	"5"	"0"	"1"	"7"
"180905116"	"2018-09-05"	"116"	"9,5,4,1,4"	"9"	"5"	"4"	"1"	"4"
"180905117"	"2018-09-05"	"117"	"7,5,2,4,5"	"7"	"5"	"2"	"4"	"5"
"180905118"	"2018-09-05"	"118"	"1,0,7,4,0"	"1"	"0"	"7"	"4"	"0"
"180905119"	"2018-09-05"	"119"	"5,8,5,4,0"	"5"	"8"	"5"	"4"	"0"
"180905120"	"2018-09-05"	"120"	"7,3,2,6,2"	"7"	"3"	"2"	"6"	"2"
"180905121"	"2018-09-05"	"121"	"8,4,1,8,9"	"8"	"4"	"1"	"8"	"9"
"180905122"	"2018-09-05"	"122"	"7,5,4,6,7"	"7"	"5"	"4"	"6"	"7"
"180905123"	"2018-09-05"	"123"	"0,8,1,2,3"	"0"	"8"	"1"	"2"	"3"
"180905124"	"2018-09-05"	"124"	"8,4,9,1,3"	"8"	"4"	"9"	"1"	"3"
"180905125"	"2018-09-05"	"125"	"3,7,4,4,8"	"3"	"7"	"4"	"4"	"8"
"180905126"	"2018-09-05"	"126"	"2,6,1,7,7"	"2"	"6"	"1"	"7"	"7"
"180905127"	"2018-09-05"	"127"	"5,3,5,3,2"	"5"	"3"	"5"	"3"	"2"
"180905128"	"2018-09-05"	"128"	"0,3,9,4,1"	"0"	"3"	"9"	"4"	"1"
"180905129"	"2018-09-05"	"129"	"0,1,0,7,5"	"0"	"1"	"0"	"7"	"5"
"180905130"	"2018-09-05"	"130"	"7,8,2,7,6"	"7"	"8"	"2"	"7"	"6"
"180905131"	"2018-09-05"	"131"	"6,3,8,9,0"	"6"	"3"	"8"	"9"	"0"
"180905132"	"2018-09-05"	"132"	"6,6,2,2,5"	"6"	"6"	"2"	"2"	"5"
"180905133"	"2018-09-05"	"133"	"0,0,9,1,8"	"0"	"0"	"9"	"1"	"8"
"180905134"	"2018-09-05"	"134"	"1,4,8,6,2"	"1"	"4"	"8"	"6"	"2"
"180905135"	"2018-09-05"	"135"	"7,8,3,4,5"	"7"	"8"	"3"	"4"	"5"
"180905136"	"2018-09-05"	"136"	"0,1,9,9,6"	"0"	"1"	"9"	"9"	"6"
"180905137"	"2018-09-05"	"137"	"0,2,6,6,4"	"0"	"2"	"6"	"6"	"4"
"180905138"	"2018-09-05"	"138"	"5,1,6,7,9"	"5"	"1"	"6"	"7"	"9"
"180905139"	"2018-09-05"	"139"	"5,7,0,1,6"	"5"	"7"	"0"	"1"	"6"
"180905140"	"2018-09-05"	"140"	"9,0,1,5,1"	"9"	"0"	"1"	"5"	"1"
"180905141"	"2018-09-05"	"141"	"4,6,2,0,0"	"4"	"6"	"2"	"0"	"0"
"180905142"	"2018-09-05"	"142"	"0,2,0,5,0"	"0"	"2"	"0"	"5"	"0"
"180905143"	"2018-09-05"	"143"	"6,4,3,3,0"	"6"	"4"	"3"	"3"	"0"
"180905144"	"2018-09-05"	"144"	"0,9,3,7,6"	"0"	"9"	"3"	"7"	"6"
"180905145"	"2018-09-05"	"145"	"6,4,7,1,8"	"6"	"4"	"7"	"1"	"8"
"180905146"	"2018-09-05"	"146"	"0,2,1,8,1"	"0"	"2"	"1"	"8"	"1"
"180905147"	"2018-09-05"	"147"	"0,8,2,4,6"	"0"	"8"	"2"	"4"	"6"
"180905148"	"2018-09-05"	"148"	"7,8,7,0,5"	"7"	"8"	"7"	"0"	"5"
"180905149"	"2018-09-05"	"149"	"0,1,4,7,3"	"0"	"1"	"4"	"7"	"3"
"180905150"	"2018-09-05"	"150"	"1,6,7,4,8"	"1"	"6"	"7"	"4"	"8"
"180905151"	"2018-09-05"	"151"	"5,4,0,4,2"	"5"	"4"	"0"	"4"	"2"
"180905152"	"2018-09-05"	"152"	"5,4,9,2,7"	"5"	"4"	"9"	"2"	"7"
"180905153"	"2018-09-05"	"153"	"8,9,1,5,3"	"8"	"9"	"1"	"5"	"3"
"180905154"	"2018-09-05"	"154"	"5,4,9,6,4"	"5"	"4"	"9"	"6"	"4"
"180905155"	"2018-09-05"	"155"	"1,0,9,4,8"	"1"	"0"	"9"	"4"	"8"
"180905156"	"2018-09-05"	"156"	"6,7,4,6,9"	"6"	"7"	"4"	"6"	"9"
"180905157"	"2018-09-05"	"157"	"2,9,1,5,9"	"2"	"9"	"1"	"5"	"9"
"180905158"	"2018-09-05"	"158"	"5,1,0,3,4"	"5"	"1"	"0"	"3"	"4"
"180905159"	"2018-09-05"	"159"	"8,8,3,4,4"	"8"	"8"	"3"	"4"	"4"
"180905160"	"2018-09-05"	"160"	"9,2,6,7,5"	"9"	"2"	"6"	"7"	"5"
"180905161"	"2018-09-05"	"161"	"3,2,3,2,9"	"3"	"2"	"3"	"2"	"9"
"180905162"	"2018-09-05"	"162"	"5,6,1,3,8"	"5"	"6"	"1"	"3"	"8"
"180905163"	"2018-09-05"	"163"	"8,4,8,7,6"	"8"	"4"	"8"	"7"	"6"
"180905164"	"2018-09-05"	"164"	"1,1,6,7,3"	"1"	"1"	"6"	"7"	"3"
"180905165"	"2018-09-05"	"165"	"7,6,7,0,0"	"7"	"6"	"7"	"0"	"0"
"180905166"	"2018-09-05"	"166"	"9,7,1,1,1"	"9"	"7"	"1"	"1"	"1"
"180905167"	"2018-09-05"	"167"	"5,3,2,9,4"	"5"	"3"	"2"	"9"	"4"
"180905168"	"2018-09-05"	"168"	"9,0,5,5,9"	"9"	"0"	"5"	"5"	"9"
"180905169"	"2018-09-05"	"169"	"4,0,9,9,1"	"4"	"0"	"9"	"9"	"1"
"180905170"	"2018-09-05"	"170"	"6,6,5,0,3"	"6"	"6"	"5"	"0"	"3"
"180905171"	"2018-09-05"	"171"	"7,2,1,6,9"	"7"	"2"	"1"	"6"	"9"
"180905172"	"2018-09-05"	"172"	"3,1,9,7,1"	"3"	"1"	"9"	"7"	"1"
"180905173"	"2018-09-05"	"173"	"5,5,0,1,4"	"5"	"5"	"0"	"1"	"4"
"180905174"	"2018-09-05"	"174"	"9,7,2,0,1"	"9"	"7"	"2"	"0"	"1"
"180905175"	"2018-09-05"	"175"	"8,2,3,8,1"	"8"	"2"	"3"	"8"	"1"
"180905176"	"2018-09-05"	"176"	"8,3,8,7,6"	"8"	"3"	"8"	"7"	"6"
"180905177"	"2018-09-05"	"177"	"6,8,9,5,7"	"6"	"8"	"9"	"5"	"7"
"180905178"	"2018-09-05"	"178"	"3,7,7,8,0"	"3"	"7"	"7"	"8"	"0"
"180905179"	"2018-09-05"	"179"	"8,3,2,9,7"	"8"	"3"	"2"	"9"	"7"
"180905180"	"2018-09-05"	"180"	"9,0,4,4,0"	"9"	"0"	"4"	"4"	"0"
"180905181"	"2018-09-05"	"181"	"7,8,9,5,3"	"7"	"8"	"9"	"5"	"3"
"180905182"	"2018-09-05"	"182"	"2,5,0,1,4"	"2"	"5"	"0"	"1"	"4"
"180905183"	"2018-09-05"	"183"	"1,4,5,6,3"	"1"	"4"	"5"	"6"	"3"
"180905184"	"2018-09-05"	"184"	"4,2,8,4,2"	"4"	"2"	"8"	"4"	"2"
"180905185"	"2018-09-05"	"185"	"8,1,7,0,8"	"8"	"1"	"7"	"0"	"8"
"180905186"	"2018-09-05"	"186"	"5,8,6,3,1"	"5"	"8"	"6"	"3"	"1"
"180905187"	"2018-09-05"	"187"	"6,9,3,5,3"	"6"	"9"	"3"	"5"	"3"
"180905188"	"2018-09-05"	"188"	"0,6,9,2,8"	"0"	"6"	"9"	"2"	"8"
"180905189"	"2018-09-05"	"189"	"4,8,1,1,5"	"4"	"8"	"1"	"1"	"5"
"180905190"	"2018-09-05"	"190"	"5,1,6,0,8"	"5"	"1"	"6"	"0"	"8"
"180905191"	"2018-09-05"	"191"	"8,6,0,6,3"	"8"	"6"	"0"	"6"	"3"
"180905192"	"2018-09-05"	"192"	"2,8,6,7,0"	"2"	"8"	"6"	"7"	"0"
"180905193"	"2018-09-05"	"193"	"6,2,1,4,6"	"6"	"2"	"1"	"4"	"6"
"180905194"	"2018-09-05"	"194"	"5,1,4,9,2"	"5"	"1"	"4"	"9"	"2"
"180905195"	"2018-09-05"	"195"	"7,5,2,7,5"	"7"	"5"	"2"	"7"	"5"
"180905196"	"2018-09-05"	"196"	"4,2,6,5,9"	"4"	"2"	"6"	"5"	"9"
"180905197"	"2018-09-05"	"197"	"1,0,7,5,7"	"1"	"0"	"7"	"5"	"7"
"180905198"	"2018-09-05"	"198"	"5,4,9,7,9"	"5"	"4"	"9"	"7"	"9"
"180905199"	"2018-09-05"	"199"	"3,7,5,6,3"	"3"	"7"	"5"	"6"	"3"
"180905200"	"2018-09-05"	"200"	"4,6,4,5,0"	"4"	"6"	"4"	"5"	"0"
"180905201"	"2018-09-05"	"201"	"6,1,2,6,1"	"6"	"1"	"2"	"6"	"1"
"180905202"	"2018-09-05"	"202"	"9,5,5,4,5"	"9"	"5"	"5"	"4"	"5"
"180905203"	"2018-09-05"	"203"	"1,0,6,7,9"	"1"	"0"	"6"	"7"	"9"
"180905204"	"2018-09-05"	"204"	"7,4,2,3,8"	"7"	"4"	"2"	"3"	"8"
"180905205"	"2018-09-05"	"205"	"4,7,8,5,1"	"4"	"7"	"8"	"5"	"1"
"180905206"	"2018-09-05"	"206"	"3,8,1,6,4"	"3"	"8"	"1"	"6"	"4"
"180905207"	"2018-09-05"	"207"	"9,4,7,0,1"	"9"	"4"	"7"	"0"	"1"
"180905208"	"2018-09-05"	"208"	"3,9,0,5,9"	"3"	"9"	"0"	"5"	"9"
"180905209"	"2018-09-05"	"209"	"0,8,5,2,1"	"0"	"8"	"5"	"2"	"1"
"180905210"	"2018-09-05"	"210"	"6,9,2,5,8"	"6"	"9"	"2"	"5"	"8"
"180905211"	"2018-09-05"	"211"	"9,0,0,2,8"	"9"	"0"	"0"	"2"	"8"
"180905212"	"2018-09-05"	"212"	"2,9,5,1,7"	"2"	"9"	"5"	"1"	"7"
"180905213"	"2018-09-05"	"213"	"7,3,8,4,0"	"7"	"3"	"8"	"4"	"0"
"180905214"	"2018-09-05"	"214"	"6,6,4,8,9"	"6"	"6"	"4"	"8"	"9"
"180905215"	"2018-09-05"	"215"	"2,5,3,9,5"	"2"	"5"	"3"	"9"	"5"
"180905216"	"2018-09-05"	"216"	"3,3,6,0,4"	"3"	"3"	"6"	"0"	"4"
"180905217"	"2018-09-05"	"217"	"5,1,3,4,0"	"5"	"1"	"3"	"4"	"0"
"180905218"	"2018-09-05"	"218"	"9,8,4,6,6"	"9"	"8"	"4"	"6"	"6"
"180905219"	"2018-09-05"	"219"	"8,4,0,3,1"	"8"	"4"	"0"	"3"	"1"
"180905220"	"2018-09-05"	"220"	"4,1,9,1,0"	"4"	"1"	"9"	"1"	"0"
"180905221"	"2018-09-05"	"221"	"6,5,6,7,3"	"6"	"5"	"6"	"7"	"3"
"180905222"	"2018-09-05"	"222"	"4,1,3,8,0"	"4"	"1"	"3"	"8"	"0"
"180905223"	"2018-09-05"	"223"	"7,4,6,2,6"	"7"	"4"	"6"	"2"	"6"
"180905224"	"2018-09-05"	"224"	"1,0,8,3,1"	"1"	"0"	"8"	"3"	"1"
"180905225"	"2018-09-05"	"225"	"8,8,3,5,4"	"8"	"8"	"3"	"5"	"4"
"180905226"	"2018-09-05"	"226"	"6,0,1,9,3"	"6"	"0"	"1"	"9"	"3"
"180905227"	"2018-09-05"	"227"	"5,4,7,5,9"	"5"	"4"	"7"	"5"	"9"
"180905228"	"2018-09-05"	"228"	"3,1,3,5,4"	"3"	"1"	"3"	"5"	"4"
"180905229"	"2018-09-05"	"229"	"4,7,3,2,9"	"4"	"7"	"3"	"2"	"9"
"180905230"	"2018-09-05"	"230"	"2,5,8,6,1"	"2"	"5"	"8"	"6"	"1"
"180905231"	"2018-09-05"	"231"	"9,7,0,0,0"	"9"	"7"	"0"	"0"	"0"
"180905232"	"2018-09-05"	"232"	"9,6,5,1,6"	"9"	"6"	"5"	"1"	"6"
"180905233"	"2018-09-05"	"233"	"5,1,3,7,7"	"5"	"1"	"3"	"7"	"7"
"180905234"	"2018-09-05"	"234"	"8,7,4,4,2"	"8"	"7"	"4"	"4"	"2"
"180905235"	"2018-09-05"	"235"	"8,6,7,3,0"	"8"	"6"	"7"	"3"	"0"
"180905236"	"2018-09-05"	"236"	"3,4,0,4,8"	"3"	"4"	"0"	"4"	"8"
"180905237"	"2018-09-05"	"237"	"3,7,9,0,4"	"3"	"7"	"9"	"0"	"4"
"180905238"	"2018-09-05"	"238"	"7,6,2,9,2"	"7"	"6"	"2"	"9"	"2"
"180905239"	"2018-09-05"	"239"	"1,8,7,2,3"	"1"	"8"	"7"	"2"	"3"
"180905240"	"2018-09-05"	"240"	"5,2,5,9,7"	"5"	"2"	"5"	"9"	"7"
"180905241"	"2018-09-05"	"241"	"4,7,1,5,6"	"4"	"7"	"1"	"5"	"6"
"180905242"	"2018-09-05"	"242"	"8,2,6,8,1"	"8"	"2"	"6"	"8"	"1"
"180905243"	"2018-09-05"	"243"	"6,0,9,2,4"	"6"	"0"	"9"	"2"	"4"
"180905244"	"2018-09-05"	"244"	"3,1,4,0,8"	"3"	"1"	"4"	"0"	"8"
"180905245"	"2018-09-05"	"245"	"1,0,6,9,6"	"1"	"0"	"6"	"9"	"6"
"180905246"	"2018-09-05"	"246"	"7,0,9,5,1"	"7"	"0"	"9"	"5"	"1"
"180905247"	"2018-09-05"	"247"	"6,9,2,0,9"	"6"	"9"	"2"	"0"	"9"
"180905248"	"2018-09-05"	"248"	"4,8,9,8,9"	"4"	"8"	"9"	"8"	"9"
"180905249"	"2018-09-05"	"249"	"1,4,0,3,7"	"1"	"4"	"0"	"3"	"7"
"180905250"	"2018-09-05"	"250"	"3,2,8,0,9"	"3"	"2"	"8"	"0"	"9"
"180905251"	"2018-09-05"	"251"	"7,1,7,0,6"	"7"	"1"	"7"	"0"	"6"
"180905252"	"2018-09-05"	"252"	"8,9,5,3,3"	"8"	"9"	"5"	"3"	"3"
"180905253"	"2018-09-05"	"253"	"2,3,4,9,1"	"2"	"3"	"4"	"9"	"1"
"180905254"	"2018-09-05"	"254"	"1,8,5,6,8"	"1"	"8"	"5"	"6"	"8"
"180905255"	"2018-09-05"	"255"	"5,6,1,2,6"	"5"	"6"	"1"	"2"	"6"
"180905256"	"2018-09-05"	"256"	"0,1,6,9,5"	"0"	"1"	"6"	"9"	"5"
"180905257"	"2018-09-05"	"257"	"9,7,8,3,3"	"9"	"7"	"8"	"3"	"3"
"180905258"	"2018-09-05"	"258"	"3,0,4,2,6"	"3"	"0"	"4"	"2"	"6"
"180905259"	"2018-09-05"	"259"	"4,9,0,6,9"	"4"	"9"	"0"	"6"	"9"
"180905260"	"2018-09-05"	"260"	"9,5,4,5,2"	"9"	"5"	"4"	"5"	"2"
"180905261"	"2018-09-05"	"261"	"1,3,3,9,7"	"1"	"3"	"3"	"9"	"7"
"180905262"	"2018-09-05"	"262"	"2,7,1,4,9"	"2"	"7"	"1"	"4"	"9"
"180905263"	"2018-09-05"	"263"	"5,4,9,8,1"	"5"	"4"	"9"	"8"	"1"
"180905264"	"2018-09-05"	"264"	"7,1,2,2,8"	"7"	"1"	"2"	"2"	"8"
"180905265"	"2018-09-05"	"265"	"4,5,6,8,7"	"4"	"5"	"6"	"8"	"7"
"180905266"	"2018-09-05"	"266"	"2,8,4,3,8"	"2"	"8"	"4"	"3"	"8"
"180905267"	"2018-09-05"	"267"	"0,2,0,6,3"	"0"	"2"	"0"	"6"	"3"
"180905268"	"2018-09-05"	"268"	"5,9,9,4,8"	"5"	"9"	"9"	"4"	"8"
"180905269"	"2018-09-05"	"269"	"5,1,4,6,9"	"5"	"1"	"4"	"6"	"9"
"180905270"	"2018-09-05"	"270"	"4,6,3,9,5"	"4"	"6"	"3"	"9"	"5"
"180905271"	"2018-09-05"	"271"	"9,7,7,2,0"	"9"	"7"	"7"	"2"	"0"
"180905272"	"2018-09-05"	"272"	"4,9,2,1,6"	"4"	"9"	"2"	"1"	"6"
"180905273"	"2018-09-05"	"273"	"3,5,9,4,3"	"3"	"5"	"9"	"4"	"3"
