issue	ymd	term	record	wan	qian	bai	shi	ge
"180904038"	"2018-09-04"	"38"	"3,3,4,3,0"	"3"	"3"	"4"	"3"	"0"
"180904039"	"2018-09-04"	"39"	"6,8,4,7,7"	"6"	"8"	"4"	"7"	"7"
"180904040"	"2018-09-04"	"40"	"5,0,5,8,9"	"5"	"0"	"5"	"8"	"9"
"180904041"	"2018-09-04"	"41"	"8,7,8,9,4"	"8"	"7"	"8"	"9"	"4"
"180904042"	"2018-09-04"	"42"	"2,7,3,3,1"	"2"	"7"	"3"	"3"	"1"
"180904043"	"2018-09-04"	"43"	"0,1,9,3,9"	"0"	"1"	"9"	"3"	"9"
"180904044"	"2018-09-04"	"44"	"8,4,6,7,5"	"8"	"4"	"6"	"7"	"5"
"180904045"	"2018-09-04"	"45"	"7,6,2,6,0"	"7"	"6"	"2"	"6"	"0"
"180904046"	"2018-09-04"	"46"	"3,1,8,7,6"	"3"	"1"	"8"	"7"	"6"
"180904047"	"2018-09-04"	"47"	"5,5,7,5,3"	"5"	"5"	"7"	"5"	"3"
"180904048"	"2018-09-04"	"48"	"5,4,4,9,8"	"5"	"4"	"4"	"9"	"8"
"180904049"	"2018-09-04"	"49"	"9,5,1,6,6"	"9"	"5"	"1"	"6"	"6"
"180904050"	"2018-09-04"	"50"	"1,4,7,3,1"	"1"	"4"	"7"	"3"	"1"
"180904051"	"2018-09-04"	"51"	"1,5,2,9,0"	"1"	"5"	"2"	"9"	"0"
"180904052"	"2018-09-04"	"52"	"0,9,5,7,5"	"0"	"9"	"5"	"7"	"5"
"180904053"	"2018-09-04"	"53"	"5,3,3,0,3"	"5"	"3"	"3"	"0"	"3"
"180904054"	"2018-09-04"	"54"	"3,0,7,9,6"	"3"	"0"	"7"	"9"	"6"
"180904055"	"2018-09-04"	"55"	"9,9,3,1,0"	"9"	"9"	"3"	"1"	"0"
"180904056"	"2018-09-04"	"56"	"0,6,8,7,9"	"0"	"6"	"8"	"7"	"9"
"180904057"	"2018-09-04"	"57"	"5,9,3,8,8"	"5"	"9"	"3"	"8"	"8"
"180904058"	"2018-09-04"	"58"	"9,4,8,2,3"	"9"	"4"	"8"	"2"	"3"
"180904059"	"2018-09-04"	"59"	"8,9,0,8,3"	"8"	"9"	"0"	"8"	"3"
"180904060"	"2018-09-04"	"60"	"4,9,7,3,5"	"4"	"9"	"7"	"3"	"5"
"180904061"	"2018-09-04"	"61"	"1,9,6,0,8"	"1"	"9"	"6"	"0"	"8"
"180904062"	"2018-09-04"	"62"	"5,1,1,7,2"	"5"	"1"	"1"	"7"	"2"
"180904063"	"2018-09-04"	"63"	"6,6,2,7,5"	"6"	"6"	"2"	"7"	"5"
"180904064"	"2018-09-04"	"64"	"4,4,4,2,2"	"4"	"4"	"4"	"2"	"2"
"180904065"	"2018-09-04"	"65"	"9,0,6,7,8"	"9"	"0"	"6"	"7"	"8"
"180904066"	"2018-09-04"	"66"	"8,2,6,2,2"	"8"	"2"	"6"	"2"	"2"
"180904067"	"2018-09-04"	"67"	"1,8,8,3,1"	"1"	"8"	"8"	"3"	"1"
"180904068"	"2018-09-04"	"68"	"0,9,7,5,9"	"0"	"9"	"7"	"5"	"9"
"180904069"	"2018-09-04"	"69"	"9,7,6,5,8"	"9"	"7"	"6"	"5"	"8"
"180904070"	"2018-09-04"	"70"	"4,4,3,8,4"	"4"	"4"	"3"	"8"	"4"
"180904071"	"2018-09-04"	"71"	"6,9,3,9,7"	"6"	"9"	"3"	"9"	"7"
"180904072"	"2018-09-04"	"72"	"4,7,9,3,3"	"4"	"7"	"9"	"3"	"3"
"180904073"	"2018-09-04"	"73"	"6,5,1,1,5"	"6"	"5"	"1"	"1"	"5"
"180904074"	"2018-09-04"	"74"	"7,4,0,4,7"	"7"	"4"	"0"	"4"	"7"
"180904075"	"2018-09-04"	"75"	"5,6,8,1,5"	"5"	"6"	"8"	"1"	"5"
"180904076"	"2018-09-04"	"76"	"6,8,6,7,7"	"6"	"8"	"6"	"7"	"7"
"180904077"	"2018-09-04"	"77"	"9,5,0,4,6"	"9"	"5"	"0"	"4"	"6"
"180904078"	"2018-09-04"	"78"	"0,3,4,6,8"	"0"	"3"	"4"	"6"	"8"
"180904079"	"2018-09-04"	"79"	"8,8,8,9,6"	"8"	"8"	"8"	"9"	"6"
"180904080"	"2018-09-04"	"80"	"2,9,9,2,2"	"2"	"9"	"9"	"2"	"2"
"180904081"	"2018-09-04"	"81"	"8,8,7,8,3"	"8"	"8"	"7"	"8"	"3"
"180904082"	"2018-09-04"	"82"	"4,1,9,7,5"	"4"	"1"	"9"	"7"	"5"
"180904083"	"2018-09-04"	"83"	"1,4,6,8,6"	"1"	"4"	"6"	"8"	"6"
"180904084"	"2018-09-04"	"84"	"3,1,2,3,7"	"3"	"1"	"2"	"3"	"7"
"180904085"	"2018-09-04"	"85"	"1,8,2,5,9"	"1"	"8"	"2"	"5"	"9"
"180904086"	"2018-09-04"	"86"	"8,4,6,0,0"	"8"	"4"	"6"	"0"	"0"
"180904087"	"2018-09-04"	"87"	"6,6,4,0,2"	"6"	"6"	"4"	"0"	"2"
"180904088"	"2018-09-04"	"88"	"8,4,8,4,5"	"8"	"4"	"8"	"4"	"5"
"180904089"	"2018-09-04"	"89"	"4,2,6,6,8"	"4"	"2"	"6"	"6"	"8"
"180904090"	"2018-09-04"	"90"	"6,3,9,1,1"	"6"	"3"	"9"	"1"	"1"
"180904091"	"2018-09-04"	"91"	"1,3,2,2,5"	"1"	"3"	"2"	"2"	"5"
"180904092"	"2018-09-04"	"92"	"9,5,5,2,1"	"9"	"5"	"5"	"2"	"1"
"180904093"	"2018-09-04"	"93"	"0,0,8,1,8"	"0"	"0"	"8"	"1"	"8"
"180904094"	"2018-09-04"	"94"	"9,4,1,8,1"	"9"	"4"	"1"	"8"	"1"
"180904095"	"2018-09-04"	"95"	"0,1,9,2,2"	"0"	"1"	"9"	"2"	"2"
"180904096"	"2018-09-04"	"96"	"4,7,2,8,9"	"4"	"7"	"2"	"8"	"9"
"180904097"	"2018-09-04"	"97"	"4,2,1,8,4"	"4"	"2"	"1"	"8"	"4"
"180904098"	"2018-09-04"	"98"	"8,6,1,9,4"	"8"	"6"	"1"	"9"	"4"
"180904099"	"2018-09-04"	"99"	"5,4,6,1,0"	"5"	"4"	"6"	"1"	"0"
"180904100"	"2018-09-04"	"100"	"9,1,6,8,9"	"9"	"1"	"6"	"8"	"9"
"180904101"	"2018-09-04"	"101"	"6,4,2,7,5"	"6"	"4"	"2"	"7"	"5"
"180904102"	"2018-09-04"	"102"	"9,6,7,0,1"	"9"	"6"	"7"	"0"	"1"
"180904103"	"2018-09-04"	"103"	"1,2,2,9,6"	"1"	"2"	"2"	"9"	"6"
"180904104"	"2018-09-04"	"104"	"2,7,2,3,7"	"2"	"7"	"2"	"3"	"7"
"180904105"	"2018-09-04"	"105"	"3,1,3,9,3"	"3"	"1"	"3"	"9"	"3"
"180904106"	"2018-09-04"	"106"	"0,0,4,2,4"	"0"	"0"	"4"	"2"	"4"
"180904107"	"2018-09-04"	"107"	"2,9,0,8,2"	"2"	"9"	"0"	"8"	"2"
"180904108"	"2018-09-04"	"108"	"0,0,8,4,6"	"0"	"0"	"8"	"4"	"6"
"180904109"	"2018-09-04"	"109"	"9,1,8,9,1"	"9"	"1"	"8"	"9"	"1"
"180904110"	"2018-09-04"	"110"	"5,0,1,1,8"	"5"	"0"	"1"	"1"	"8"
"180904111"	"2018-09-04"	"111"	"0,8,2,6,5"	"0"	"8"	"2"	"6"	"5"
"180904112"	"2018-09-04"	"112"	"3,6,4,1,4"	"3"	"6"	"4"	"1"	"4"
"180904113"	"2018-09-04"	"113"	"2,2,9,2,3"	"2"	"2"	"9"	"2"	"3"
"180904114"	"2018-09-04"	"114"	"2,7,9,9,2"	"2"	"7"	"9"	"9"	"2"
"180904115"	"2018-09-04"	"115"	"4,9,0,9,4"	"4"	"9"	"0"	"9"	"4"
"180904116"	"2018-09-04"	"116"	"6,3,5,2,3"	"6"	"3"	"5"	"2"	"3"
"180904117"	"2018-09-04"	"117"	"7,9,0,2,6"	"7"	"9"	"0"	"2"	"6"
"180904118"	"2018-09-04"	"118"	"6,9,6,3,9"	"6"	"9"	"6"	"3"	"9"
"180904119"	"2018-09-04"	"119"	"5,6,4,9,0"	"5"	"6"	"4"	"9"	"0"
"180904120"	"2018-09-04"	"120"	"2,6,1,7,2"	"2"	"6"	"1"	"7"	"2"
"180904121"	"2018-09-04"	"121"	"8,7,6,9,0"	"8"	"7"	"6"	"9"	"0"
"180904122"	"2018-09-04"	"122"	"1,3,0,1,1"	"1"	"3"	"0"	"1"	"1"
"180904123"	"2018-09-04"	"123"	"2,8,7,3,4"	"2"	"8"	"7"	"3"	"4"
"180904124"	"2018-09-04"	"124"	"4,9,8,2,8"	"4"	"9"	"8"	"2"	"8"
"180904125"	"2018-09-04"	"125"	"2,9,4,2,6"	"2"	"9"	"4"	"2"	"6"
"180904126"	"2018-09-04"	"126"	"6,8,1,4,5"	"6"	"8"	"1"	"4"	"5"
"180904127"	"2018-09-04"	"127"	"3,8,8,9,6"	"3"	"8"	"8"	"9"	"6"
"180904128"	"2018-09-04"	"128"	"4,7,8,6,4"	"4"	"7"	"8"	"6"	"4"
"180904129"	"2018-09-04"	"129"	"2,7,6,7,6"	"2"	"7"	"6"	"7"	"6"
"180904130"	"2018-09-04"	"130"	"7,1,3,8,4"	"7"	"1"	"3"	"8"	"4"
"180904131"	"2018-09-04"	"131"	"3,9,2,2,5"	"3"	"9"	"2"	"2"	"5"
"180904132"	"2018-09-04"	"132"	"5,9,0,7,7"	"5"	"9"	"0"	"7"	"7"
"180904133"	"2018-09-04"	"133"	"6,3,0,2,1"	"6"	"3"	"0"	"2"	"1"
"180904134"	"2018-09-04"	"134"	"5,2,1,2,9"	"5"	"2"	"1"	"2"	"9"
"180904135"	"2018-09-04"	"135"	"6,1,7,9,6"	"6"	"1"	"7"	"9"	"6"
"180904136"	"2018-09-04"	"136"	"4,4,5,0,9"	"4"	"4"	"5"	"0"	"9"
"180904137"	"2018-09-04"	"137"	"2,7,8,9,9"	"2"	"7"	"8"	"9"	"9"
"180904138"	"2018-09-04"	"138"	"7,6,3,4,8"	"7"	"6"	"3"	"4"	"8"
"180904139"	"2018-09-04"	"139"	"1,8,9,3,5"	"1"	"8"	"9"	"3"	"5"
"180904140"	"2018-09-04"	"140"	"0,3,1,1,0"	"0"	"3"	"1"	"1"	"0"
"180904141"	"2018-09-04"	"141"	"4,5,6,8,1"	"4"	"5"	"6"	"8"	"1"
"180904142"	"2018-09-04"	"142"	"7,3,1,3,7"	"7"	"3"	"1"	"3"	"7"
"180904143"	"2018-09-04"	"143"	"8,7,1,6,8"	"8"	"7"	"1"	"6"	"8"
"180904144"	"2018-09-04"	"144"	"0,8,3,0,5"	"0"	"8"	"3"	"0"	"5"
"180904145"	"2018-09-04"	"145"	"9,6,6,9,4"	"9"	"6"	"6"	"9"	"4"
"180904146"	"2018-09-04"	"146"	"6,0,0,7,7"	"6"	"0"	"0"	"7"	"7"
"180904147"	"2018-09-04"	"147"	"7,7,5,5,6"	"7"	"7"	"5"	"5"	"6"
"180904148"	"2018-09-04"	"148"	"6,2,0,1,1"	"6"	"2"	"0"	"1"	"1"
"180904149"	"2018-09-04"	"149"	"9,3,8,2,1"	"9"	"3"	"8"	"2"	"1"
"180904150"	"2018-09-04"	"150"	"1,6,1,9,0"	"1"	"6"	"1"	"9"	"0"
"180904151"	"2018-09-04"	"151"	"8,6,3,9,6"	"8"	"6"	"3"	"9"	"6"
"180904152"	"2018-09-04"	"152"	"7,5,0,9,7"	"7"	"5"	"0"	"9"	"7"
"180904153"	"2018-09-04"	"153"	"8,9,6,8,4"	"8"	"9"	"6"	"8"	"4"
"180904154"	"2018-09-04"	"154"	"7,1,3,9,7"	"7"	"1"	"3"	"9"	"7"
"180904155"	"2018-09-04"	"155"	"9,3,9,1,9"	"9"	"3"	"9"	"1"	"9"
"180904156"	"2018-09-04"	"156"	"0,5,5,9,1"	"0"	"5"	"5"	"9"	"1"
"180904157"	"2018-09-04"	"157"	"9,1,0,8,8"	"9"	"1"	"0"	"8"	"8"
"180904158"	"2018-09-04"	"158"	"9,5,7,1,7"	"9"	"5"	"7"	"1"	"7"
"180904159"	"2018-09-04"	"159"	"4,6,9,7,6"	"4"	"6"	"9"	"7"	"6"
"180904160"	"2018-09-04"	"160"	"3,3,1,0,8"	"3"	"3"	"1"	"0"	"8"
"180904161"	"2018-09-04"	"161"	"3,8,5,3,8"	"3"	"8"	"5"	"3"	"8"
"180904162"	"2018-09-04"	"162"	"2,8,0,7,9"	"2"	"8"	"0"	"7"	"9"
"180904163"	"2018-09-04"	"163"	"8,2,3,9,1"	"8"	"2"	"3"	"9"	"1"
"180904164"	"2018-09-04"	"164"	"8,9,4,8,7"	"8"	"9"	"4"	"8"	"7"
"180904165"	"2018-09-04"	"165"	"7,4,3,1,0"	"7"	"4"	"3"	"1"	"0"
"180904166"	"2018-09-04"	"166"	"4,6,1,5,3"	"4"	"6"	"1"	"5"	"3"
"180904167"	"2018-09-04"	"167"	"1,0,7,3,4"	"1"	"0"	"7"	"3"	"4"
"180904168"	"2018-09-04"	"168"	"0,4,2,0,8"	"0"	"4"	"2"	"0"	"8"
"180904169"	"2018-09-04"	"169"	"8,0,4,1,0"	"8"	"0"	"4"	"1"	"0"
"180904170"	"2018-09-04"	"170"	"7,1,7,9,1"	"7"	"1"	"7"	"9"	"1"
"180904171"	"2018-09-04"	"171"	"3,3,8,0,2"	"3"	"3"	"8"	"0"	"2"
"180904172"	"2018-09-04"	"172"	"6,5,7,8,4"	"6"	"5"	"7"	"8"	"4"
"180904173"	"2018-09-04"	"173"	"2,7,5,7,8"	"2"	"7"	"5"	"7"	"8"
"180904174"	"2018-09-04"	"174"	"5,8,1,4,7"	"5"	"8"	"1"	"4"	"7"
"180904175"	"2018-09-04"	"175"	"3,7,6,5,2"	"3"	"7"	"6"	"5"	"2"
"180904176"	"2018-09-04"	"176"	"6,3,8,2,5"	"6"	"3"	"8"	"2"	"5"
"180904177"	"2018-09-04"	"177"	"3,3,3,2,4"	"3"	"3"	"3"	"2"	"4"
"180904178"	"2018-09-04"	"178"	"1,0,2,6,0"	"1"	"0"	"2"	"6"	"0"
"180904179"	"2018-09-04"	"179"	"3,6,0,4,2"	"3"	"6"	"0"	"4"	"2"
"180904180"	"2018-09-04"	"180"	"2,5,2,9,1"	"2"	"5"	"2"	"9"	"1"
"180904181"	"2018-09-04"	"181"	"5,2,7,8,4"	"5"	"2"	"7"	"8"	"4"
"180904182"	"2018-09-04"	"182"	"0,5,2,1,8"	"0"	"5"	"2"	"1"	"8"
"180904183"	"2018-09-04"	"183"	"7,9,4,2,9"	"7"	"9"	"4"	"2"	"9"
"180904184"	"2018-09-04"	"184"	"8,0,9,4,3"	"8"	"0"	"9"	"4"	"3"
"180904185"	"2018-09-04"	"185"	"7,4,0,9,5"	"7"	"4"	"0"	"9"	"5"
"180904186"	"2018-09-04"	"186"	"2,0,7,4,6"	"2"	"0"	"7"	"4"	"6"
"180904187"	"2018-09-04"	"187"	"5,2,6,7,4"	"5"	"2"	"6"	"7"	"4"
"180904188"	"2018-09-04"	"188"	"6,0,5,2,3"	"6"	"0"	"5"	"2"	"3"
"180904189"	"2018-09-04"	"189"	"2,1,7,4,4"	"2"	"1"	"7"	"4"	"4"
"180904190"	"2018-09-04"	"190"	"0,7,6,0,9"	"0"	"7"	"6"	"0"	"9"
"180904191"	"2018-09-04"	"191"	"5,6,9,5,1"	"5"	"6"	"9"	"5"	"1"
"180904192"	"2018-09-04"	"192"	"6,3,0,1,8"	"6"	"3"	"0"	"1"	"8"
"180904193"	"2018-09-04"	"193"	"2,8,5,0,4"	"2"	"8"	"5"	"0"	"4"
"180904194"	"2018-09-04"	"194"	"7,6,5,6,3"	"7"	"6"	"5"	"6"	"3"
"180904195"	"2018-09-04"	"195"	"4,0,4,1,8"	"4"	"0"	"4"	"1"	"8"
"180904196"	"2018-09-04"	"196"	"6,4,8,5,2"	"6"	"4"	"8"	"5"	"2"
"180904197"	"2018-09-04"	"197"	"1,9,0,6,5"	"1"	"9"	"0"	"6"	"5"
"180904198"	"2018-09-04"	"198"	"8,0,7,1,5"	"8"	"0"	"7"	"1"	"5"
"180904199"	"2018-09-04"	"199"	"5,1,0,3,6"	"5"	"1"	"0"	"3"	"6"
"180904200"	"2018-09-04"	"200"	"9,0,9,1,0"	"9"	"0"	"9"	"1"	"0"
"180904201"	"2018-09-04"	"201"	"7,9,0,0,2"	"7"	"9"	"0"	"0"	"2"
"180904202"	"2018-09-04"	"202"	"0,2,5,7,2"	"0"	"2"	"5"	"7"	"2"
"180904203"	"2018-09-04"	"203"	"6,9,1,5,4"	"6"	"9"	"1"	"5"	"4"
"180904204"	"2018-09-04"	"204"	"5,9,2,3,7"	"5"	"9"	"2"	"3"	"7"
"180904205"	"2018-09-04"	"205"	"9,2,3,8,8"	"9"	"2"	"3"	"8"	"8"
"180904206"	"2018-09-04"	"206"	"6,4,6,0,1"	"6"	"4"	"6"	"0"	"1"
"180904207"	"2018-09-04"	"207"	"1,6,7,1,0"	"1"	"6"	"7"	"1"	"0"
"180904208"	"2018-09-04"	"208"	"8,9,1,1,8"	"8"	"9"	"1"	"1"	"8"
"180904209"	"2018-09-04"	"209"	"3,7,9,5,1"	"3"	"7"	"9"	"5"	"1"
"180904210"	"2018-09-04"	"210"	"9,1,0,6,2"	"9"	"1"	"0"	"6"	"2"
"180904211"	"2018-09-04"	"211"	"7,0,3,9,5"	"7"	"0"	"3"	"9"	"5"
"180904212"	"2018-09-04"	"212"	"0,2,4,1,9"	"0"	"2"	"4"	"1"	"9"
"180904213"	"2018-09-04"	"213"	"7,3,7,4,2"	"7"	"3"	"7"	"4"	"2"
"180904214"	"2018-09-04"	"214"	"1,7,5,2,6"	"1"	"7"	"5"	"2"	"6"
"180904215"	"2018-09-04"	"215"	"4,5,0,8,1"	"4"	"5"	"0"	"8"	"1"
"180904216"	"2018-09-04"	"216"	"2,3,2,9,6"	"2"	"3"	"2"	"9"	"6"
"180904217"	"2018-09-04"	"217"	"3,5,3,7,6"	"3"	"5"	"3"	"7"	"6"
"180904218"	"2018-09-04"	"218"	"6,2,3,1,1"	"6"	"2"	"3"	"1"	"1"
"180904219"	"2018-09-04"	"219"	"9,8,0,3,4"	"9"	"8"	"0"	"3"	"4"
"180904220"	"2018-09-04"	"220"	"8,7,1,0,9"	"8"	"7"	"1"	"0"	"9"
"180904221"	"2018-09-04"	"221"	"2,8,2,0,9"	"2"	"8"	"2"	"0"	"9"
"180904222"	"2018-09-04"	"222"	"1,1,8,2,1"	"1"	"1"	"8"	"2"	"1"
"180904223"	"2018-09-04"	"223"	"2,3,9,6,8"	"2"	"3"	"9"	"6"	"8"
"180904224"	"2018-09-04"	"224"	"7,0,5,8,7"	"7"	"0"	"5"	"8"	"7"
"180904225"	"2018-09-04"	"225"	"7,4,0,7,2"	"7"	"4"	"0"	"7"	"2"
"180904226"	"2018-09-04"	"226"	"7,8,8,7,6"	"7"	"8"	"8"	"7"	"6"
"180904227"	"2018-09-04"	"227"	"3,0,0,8,1"	"3"	"0"	"0"	"8"	"1"
"180904228"	"2018-09-04"	"228"	"9,4,1,1,8"	"9"	"4"	"1"	"1"	"8"
"180904229"	"2018-09-04"	"229"	"0,7,8,0,4"	"0"	"7"	"8"	"0"	"4"
"180904230"	"2018-09-04"	"230"	"4,0,3,1,8"	"4"	"0"	"3"	"1"	"8"
"180904231"	"2018-09-04"	"231"	"6,1,2,3,3"	"6"	"1"	"2"	"3"	"3"
"180904232"	"2018-09-04"	"232"	"1,6,9,4,7"	"1"	"6"	"9"	"4"	"7"
"180904233"	"2018-09-04"	"233"	"5,9,7,1,6"	"5"	"9"	"7"	"1"	"6"
"180904234"	"2018-09-04"	"234"	"0,6,9,9,1"	"0"	"6"	"9"	"9"	"1"
"180904235"	"2018-09-04"	"235"	"3,1,0,8,9"	"3"	"1"	"0"	"8"	"9"
"180904236"	"2018-09-04"	"236"	"7,0,2,9,4"	"7"	"0"	"2"	"9"	"4"
"180904237"	"2018-09-04"	"237"	"8,5,8,2,9"	"8"	"5"	"8"	"2"	"9"
"180904238"	"2018-09-04"	"238"	"7,4,1,3,3"	"7"	"4"	"1"	"3"	"3"
"180904239"	"2018-09-04"	"239"	"5,6,9,4,3"	"5"	"6"	"9"	"4"	"3"
"180904240"	"2018-09-04"	"240"	"1,7,0,5,5"	"1"	"7"	"0"	"5"	"5"
"180904241"	"2018-09-04"	"241"	"0,9,3,4,6"	"0"	"9"	"3"	"4"	"6"
"180904242"	"2018-09-04"	"242"	"6,8,0,1,7"	"6"	"8"	"0"	"1"	"7"
"180904243"	"2018-09-04"	"243"	"3,1,7,5,4"	"3"	"1"	"7"	"5"	"4"
"180904244"	"2018-09-04"	"244"	"7,0,6,8,3"	"7"	"0"	"6"	"8"	"3"
"180904245"	"2018-09-04"	"245"	"5,6,4,2,8"	"5"	"6"	"4"	"2"	"8"
"180904246"	"2018-09-04"	"246"	"7,2,1,3,8"	"7"	"2"	"1"	"3"	"8"
"180904247"	"2018-09-04"	"247"	"3,8,0,9,8"	"3"	"8"	"0"	"9"	"8"
"180904248"	"2018-09-04"	"248"	"9,0,1,5,3"	"9"	"0"	"1"	"5"	"3"
"180904249"	"2018-09-04"	"249"	"8,3,2,0,7"	"8"	"3"	"2"	"0"	"7"
"180904250"	"2018-09-04"	"250"	"2,8,0,6,5"	"2"	"8"	"0"	"6"	"5"
"180904251"	"2018-09-04"	"251"	"3,5,8,9,2"	"3"	"5"	"8"	"9"	"2"
"180904252"	"2018-09-04"	"252"	"7,2,9,8,4"	"7"	"2"	"9"	"8"	"4"
"180904253"	"2018-09-04"	"253"	"8,4,7,1,0"	"8"	"4"	"7"	"1"	"0"
"180904254"	"2018-09-04"	"254"	"3,2,6,5,5"	"3"	"2"	"6"	"5"	"5"
"180904255"	"2018-09-04"	"255"	"5,8,4,2,1"	"5"	"8"	"4"	"2"	"1"
"180904256"	"2018-09-04"	"256"	"6,7,5,9,4"	"6"	"7"	"5"	"9"	"4"
"180904257"	"2018-09-04"	"257"	"8,4,4,5,8"	"8"	"4"	"4"	"5"	"8"
"180904258"	"2018-09-04"	"258"	"4,5,8,3,0"	"4"	"5"	"8"	"3"	"0"
"180904259"	"2018-09-04"	"259"	"3,8,4,7,6"	"3"	"8"	"4"	"7"	"6"
"180904260"	"2018-09-04"	"260"	"2,4,7,1,4"	"2"	"4"	"7"	"1"	"4"
"180904261"	"2018-09-04"	"261"	"9,2,4,5,3"	"9"	"2"	"4"	"5"	"3"
"180904262"	"2018-09-04"	"262"	"6,5,1,3,2"	"6"	"5"	"1"	"3"	"2"
"180904263"	"2018-09-04"	"263"	"2,0,8,3,9"	"2"	"0"	"8"	"3"	"9"
"180904264"	"2018-09-04"	"264"	"6,4,2,9,6"	"6"	"4"	"2"	"9"	"6"
"180904265"	"2018-09-04"	"265"	"3,7,0,4,1"	"3"	"7"	"0"	"4"	"1"
"180904266"	"2018-09-04"	"266"	"4,1,1,9,0"	"4"	"1"	"1"	"9"	"0"
"180904267"	"2018-09-04"	"267"	"1,6,8,0,5"	"1"	"6"	"8"	"0"	"5"
"180904268"	"2018-09-04"	"268"	"0,3,3,7,1"	"0"	"3"	"3"	"7"	"1"
"180904269"	"2018-09-04"	"269"	"9,5,4,7,6"	"9"	"5"	"4"	"7"	"6"
"180904270"	"2018-09-04"	"270"	"3,4,5,4,7"	"3"	"4"	"5"	"4"	"7"
"180904271"	"2018-09-04"	"271"	"1,2,2,7,0"	"1"	"2"	"2"	"7"	"0"
"180904272"	"2018-09-04"	"272"	"2,7,9,0,1"	"2"	"7"	"9"	"0"	"1"
"180904273"	"2018-09-04"	"273"	"2,5,1,1,8"	"2"	"5"	"1"	"1"	"8"
