issue	ymd	term	record	wan	qian	bai	shi	ge
"180907138"	"2018-09-07"	"138"	"3,4,6,2,2"	"3"	"4"	"6"	"2"	"2"
"180907139"	"2018-09-07"	"139"	"8,0,0,0,4"	"8"	"0"	"0"	"0"	"4"
"180907140"	"2018-09-07"	"140"	"5,6,9,1,4"	"5"	"6"	"9"	"1"	"4"
"180907141"	"2018-09-07"	"141"	"6,1,2,0,7"	"6"	"1"	"2"	"0"	"7"
"180907142"	"2018-09-07"	"142"	"9,6,9,8,1"	"9"	"6"	"9"	"8"	"1"
"180907143"	"2018-09-07"	"143"	"0,8,6,1,7"	"0"	"8"	"6"	"1"	"7"
"180907144"	"2018-09-07"	"144"	"8,1,5,1,4"	"8"	"1"	"5"	"1"	"4"
"180907145"	"2018-09-07"	"145"	"4,4,9,9,6"	"4"	"4"	"9"	"9"	"6"
"180907146"	"2018-09-07"	"146"	"3,1,4,8,8"	"3"	"1"	"4"	"8"	"8"
"180907147"	"2018-09-07"	"147"	"5,8,7,2,3"	"5"	"8"	"7"	"2"	"3"
"180907148"	"2018-09-07"	"148"	"8,5,1,2,8"	"8"	"5"	"1"	"2"	"8"
"180907149"	"2018-09-07"	"149"	"5,0,7,3,7"	"5"	"0"	"7"	"3"	"7"
"180907150"	"2018-09-07"	"150"	"3,3,8,8,6"	"3"	"3"	"8"	"8"	"6"
"180907151"	"2018-09-07"	"151"	"1,0,8,6,3"	"1"	"0"	"8"	"6"	"3"
"180907152"	"2018-09-07"	"152"	"5,0,4,0,4"	"5"	"0"	"4"	"0"	"4"
"180907153"	"2018-09-07"	"153"	"5,1,8,7,0"	"5"	"1"	"8"	"7"	"0"
"180907154"	"2018-09-07"	"154"	"9,3,6,1,7"	"9"	"3"	"6"	"1"	"7"
"180907155"	"2018-09-07"	"155"	"6,7,3,3,7"	"6"	"7"	"3"	"3"	"7"
"180907156"	"2018-09-07"	"156"	"9,2,5,4,0"	"9"	"2"	"5"	"4"	"0"
"180907157"	"2018-09-07"	"157"	"7,0,0,8,1"	"7"	"0"	"0"	"8"	"1"
"180907158"	"2018-09-07"	"158"	"1,3,3,4,2"	"1"	"3"	"3"	"4"	"2"
"180907159"	"2018-09-07"	"159"	"5,1,7,6,4"	"5"	"1"	"7"	"6"	"4"
"180907160"	"2018-09-07"	"160"	"8,7,9,0,6"	"8"	"7"	"9"	"0"	"6"
"180907161"	"2018-09-07"	"161"	"9,6,6,0,9"	"9"	"6"	"6"	"0"	"9"
"180907162"	"2018-09-07"	"162"	"3,5,2,6,9"	"3"	"5"	"2"	"6"	"9"
"180907163"	"2018-09-07"	"163"	"3,5,7,2,5"	"3"	"5"	"7"	"2"	"5"
"180907164"	"2018-09-07"	"164"	"4,7,9,9,0"	"4"	"7"	"9"	"9"	"0"
"180907165"	"2018-09-07"	"165"	"0,8,1,7,3"	"0"	"8"	"1"	"7"	"3"
"180907166"	"2018-09-07"	"166"	"5,4,7,1,3"	"5"	"4"	"7"	"1"	"3"
"180907167"	"2018-09-07"	"167"	"9,7,2,2,5"	"9"	"7"	"2"	"2"	"5"
"180907168"	"2018-09-07"	"168"	"3,2,8,5,4"	"3"	"2"	"8"	"5"	"4"
"180907169"	"2018-09-07"	"169"	"3,6,2,8,9"	"3"	"6"	"2"	"8"	"9"
"180907170"	"2018-09-07"	"170"	"5,4,3,0,7"	"5"	"4"	"3"	"0"	"7"
"180907171"	"2018-09-07"	"171"	"6,5,4,4,1"	"6"	"5"	"4"	"4"	"1"
"180907172"	"2018-09-07"	"172"	"7,1,2,5,0"	"7"	"1"	"2"	"5"	"0"
"180907173"	"2018-09-07"	"173"	"2,9,1,0,3"	"2"	"9"	"1"	"0"	"3"
"180907174"	"2018-09-07"	"174"	"4,7,1,1,0"	"4"	"7"	"1"	"1"	"0"
"180907175"	"2018-09-07"	"175"	"4,2,5,8,1"	"4"	"2"	"5"	"8"	"1"
"180907176"	"2018-09-07"	"176"	"9,4,2,1,6"	"9"	"4"	"2"	"1"	"6"
"180907177"	"2018-09-07"	"177"	"3,0,1,8,6"	"3"	"0"	"1"	"8"	"6"
"180907178"	"2018-09-07"	"178"	"2,9,9,3,4"	"2"	"9"	"9"	"3"	"4"
"180907179"	"2018-09-07"	"179"	"6,6,3,0,7"	"6"	"6"	"3"	"0"	"7"
"180907180"	"2018-09-07"	"180"	"4,7,8,4,2"	"4"	"7"	"8"	"4"	"2"
"180907181"	"2018-09-07"	"181"	"9,6,6,2,7"	"9"	"6"	"6"	"2"	"7"
"180907182"	"2018-09-07"	"182"	"3,1,8,3,0"	"3"	"1"	"8"	"3"	"0"
"180907183"	"2018-09-07"	"183"	"6,4,4,8,6"	"6"	"4"	"4"	"8"	"6"
"180907184"	"2018-09-07"	"184"	"0,6,4,1,4"	"0"	"6"	"4"	"1"	"4"
"180907185"	"2018-09-07"	"185"	"5,1,7,4,3"	"5"	"1"	"7"	"4"	"3"
"180907186"	"2018-09-07"	"186"	"5,3,8,1,5"	"5"	"3"	"8"	"1"	"5"
"180907187"	"2018-09-07"	"187"	"8,7,1,9,2"	"8"	"7"	"1"	"9"	"2"
"180907188"	"2018-09-07"	"188"	"6,4,2,9,7"	"6"	"4"	"2"	"9"	"7"
"180907189"	"2018-09-07"	"189"	"4,6,5,2,1"	"4"	"6"	"5"	"2"	"1"
"180907190"	"2018-09-07"	"190"	"1,2,7,3,4"	"1"	"2"	"7"	"3"	"4"
"180907191"	"2018-09-07"	"191"	"6,3,8,6,3"	"6"	"3"	"8"	"6"	"3"
"180907192"	"2018-09-07"	"192"	"3,8,2,6,5"	"3"	"8"	"2"	"6"	"5"
"180907193"	"2018-09-07"	"193"	"4,6,8,5,1"	"4"	"6"	"8"	"5"	"1"
"180907194"	"2018-09-07"	"194"	"9,4,8,0,6"	"9"	"4"	"8"	"0"	"6"
"180907195"	"2018-09-07"	"195"	"9,4,1,3,4"	"9"	"4"	"1"	"3"	"4"
"180907196"	"2018-09-07"	"196"	"0,6,8,6,1"	"0"	"6"	"8"	"6"	"1"
"180907197"	"2018-09-07"	"197"	"7,9,4,1,4"	"7"	"9"	"4"	"1"	"4"
"180907198"	"2018-09-07"	"198"	"6,8,1,2,3"	"6"	"8"	"1"	"2"	"3"
"180907199"	"2018-09-07"	"199"	"4,8,3,7,1"	"4"	"8"	"3"	"7"	"1"
"180907200"	"2018-09-07"	"200"	"9,5,8,1,6"	"9"	"5"	"8"	"1"	"6"
"180907201"	"2018-09-07"	"201"	"6,8,0,0,5"	"6"	"8"	"0"	"0"	"5"
"180907202"	"2018-09-07"	"202"	"5,8,7,5,1"	"5"	"8"	"7"	"5"	"1"
"180907203"	"2018-09-07"	"203"	"8,0,1,0,9"	"8"	"0"	"1"	"0"	"9"
"180907204"	"2018-09-07"	"204"	"0,7,9,4,4"	"0"	"7"	"9"	"4"	"4"
"180907205"	"2018-09-07"	"205"	"7,9,0,7,8"	"7"	"9"	"0"	"7"	"8"
"180907206"	"2018-09-07"	"206"	"3,6,2,8,1"	"3"	"6"	"2"	"8"	"1"
"180907207"	"2018-09-07"	"207"	"6,4,5,3,5"	"6"	"4"	"5"	"3"	"5"
"180907208"	"2018-09-07"	"208"	"8,8,7,6,2"	"8"	"8"	"7"	"6"	"2"
"180907209"	"2018-09-07"	"209"	"6,4,7,6,8"	"6"	"4"	"7"	"6"	"8"
"180907210"	"2018-09-07"	"210"	"1,6,0,2,1"	"1"	"6"	"0"	"2"	"1"
"180907211"	"2018-09-07"	"211"	"0,5,4,5,9"	"0"	"5"	"4"	"5"	"9"
"180907212"	"2018-09-07"	"212"	"2,7,9,7,5"	"2"	"7"	"9"	"7"	"5"
"180907213"	"2018-09-07"	"213"	"7,6,3,8,2"	"7"	"6"	"3"	"8"	"2"
"180907214"	"2018-09-07"	"214"	"6,4,2,9,6"	"6"	"4"	"2"	"9"	"6"
"180907215"	"2018-09-07"	"215"	"2,6,5,8,7"	"2"	"6"	"5"	"8"	"7"
"180907216"	"2018-09-07"	"216"	"8,9,3,8,3"	"8"	"9"	"3"	"8"	"3"
"180907217"	"2018-09-07"	"217"	"6,0,7,1,2"	"6"	"0"	"7"	"1"	"2"
"180907218"	"2018-09-07"	"218"	"7,1,6,3,0"	"7"	"1"	"6"	"3"	"0"
"180907219"	"2018-09-07"	"219"	"2,0,4,6,5"	"2"	"0"	"4"	"6"	"5"
"180907220"	"2018-09-07"	"220"	"5,7,1,1,9"	"5"	"7"	"1"	"1"	"9"
"180907221"	"2018-09-07"	"221"	"8,3,5,6,6"	"8"	"3"	"5"	"6"	"6"
"180907222"	"2018-09-07"	"222"	"1,4,0,5,5"	"1"	"4"	"0"	"5"	"5"
"180907223"	"2018-09-07"	"223"	"5,1,4,1,0"	"5"	"1"	"4"	"1"	"0"
"180907224"	"2018-09-07"	"224"	"7,8,3,1,1"	"7"	"8"	"3"	"1"	"1"
"180907225"	"2018-09-07"	"225"	"6,2,9,9,6"	"6"	"2"	"9"	"9"	"6"
"180907226"	"2018-09-07"	"226"	"0,0,4,3,2"	"0"	"0"	"4"	"3"	"2"
"180907227"	"2018-09-07"	"227"	"9,4,7,0,5"	"9"	"4"	"7"	"0"	"5"
"180907228"	"2018-09-07"	"228"	"2,3,0,8,3"	"2"	"3"	"0"	"8"	"3"
"180907229"	"2018-09-07"	"229"	"0,3,6,5,6"	"0"	"3"	"6"	"5"	"6"
"180907230"	"2018-09-07"	"230"	"8,4,0,9,7"	"8"	"4"	"0"	"9"	"7"
"180907231"	"2018-09-07"	"231"	"9,7,1,0,4"	"9"	"7"	"1"	"0"	"4"
"180907232"	"2018-09-07"	"232"	"2,0,2,5,9"	"2"	"0"	"2"	"5"	"9"
"180907233"	"2018-09-07"	"233"	"8,7,0,4,6"	"8"	"7"	"0"	"4"	"6"
"180907234"	"2018-09-07"	"234"	"1,6,4,2,8"	"1"	"6"	"4"	"2"	"8"
"180907235"	"2018-09-07"	"235"	"9,0,5,7,1"	"9"	"0"	"5"	"7"	"1"
"180907236"	"2018-09-07"	"236"	"0,7,1,8,7"	"0"	"7"	"1"	"8"	"7"
"180907237"	"2018-09-07"	"237"	"3,2,7,4,3"	"3"	"2"	"7"	"4"	"3"
"180907238"	"2018-09-07"	"238"	"7,6,4,2,9"	"7"	"6"	"4"	"2"	"9"
"180907239"	"2018-09-07"	"239"	"4,3,2,6,5"	"4"	"3"	"2"	"6"	"5"
"180907240"	"2018-09-07"	"240"	"5,0,8,3,3"	"5"	"0"	"8"	"3"	"3"
"180907241"	"2018-09-07"	"241"	"5,8,0,7,4"	"5"	"8"	"0"	"7"	"4"
"180907242"	"2018-09-07"	"242"	"1,8,9,9,0"	"1"	"8"	"9"	"9"	"0"
"180907243"	"2018-09-07"	"243"	"7,5,1,6,5"	"7"	"5"	"1"	"6"	"5"
"180907244"	"2018-09-07"	"244"	"2,4,0,2,6"	"2"	"4"	"0"	"2"	"6"
"180907245"	"2018-09-07"	"245"	"8,1,6,8,0"	"8"	"1"	"6"	"8"	"0"
"180907246"	"2018-09-07"	"246"	"1,5,8,6,9"	"1"	"5"	"8"	"6"	"9"
"180907247"	"2018-09-07"	"247"	"7,8,1,0,6"	"7"	"8"	"1"	"0"	"6"
"180907248"	"2018-09-07"	"248"	"6,1,8,6,3"	"6"	"1"	"8"	"6"	"3"
"180907249"	"2018-09-07"	"249"	"8,3,7,3,4"	"8"	"3"	"7"	"3"	"4"
"180907250"	"2018-09-07"	"250"	"1,0,3,7,8"	"1"	"0"	"3"	"7"	"8"
"180907251"	"2018-09-07"	"251"	"3,1,0,8,1"	"3"	"1"	"0"	"8"	"1"
"180907252"	"2018-09-07"	"252"	"8,7,6,2,7"	"8"	"7"	"6"	"2"	"7"
"180907253"	"2018-09-07"	"253"	"7,3,3,4,2"	"7"	"3"	"3"	"4"	"2"
"180907254"	"2018-09-07"	"254"	"5,0,4,8,3"	"5"	"0"	"4"	"8"	"3"
"180907255"	"2018-09-07"	"255"	"9,4,1,2,5"	"9"	"4"	"1"	"2"	"5"
"180907256"	"2018-09-07"	"256"	"8,9,3,7,4"	"8"	"9"	"3"	"7"	"4"
"180907257"	"2018-09-07"	"257"	"6,5,8,0,1"	"6"	"5"	"8"	"0"	"1"
"180907258"	"2018-09-07"	"258"	"5,1,8,6,0"	"5"	"1"	"8"	"6"	"0"
"180907259"	"2018-09-07"	"259"	"9,3,7,4,8"	"9"	"3"	"7"	"4"	"8"
"180907260"	"2018-09-07"	"260"	"6,2,2,0,4"	"6"	"2"	"2"	"0"	"4"
"180907261"	"2018-09-07"	"261"	"0,2,8,3,3"	"0"	"2"	"8"	"3"	"3"
"180907262"	"2018-09-07"	"262"	"1,6,5,7,1"	"1"	"6"	"5"	"7"	"1"
"180907263"	"2018-09-07"	"263"	"9,8,1,6,2"	"9"	"8"	"1"	"6"	"2"
"180907264"	"2018-09-07"	"264"	"4,3,0,5,9"	"4"	"3"	"0"	"5"	"9"
"180907265"	"2018-09-07"	"265"	"6,7,2,8,1"	"6"	"7"	"2"	"8"	"1"
"180907266"	"2018-09-07"	"266"	"5,9,6,0,4"	"5"	"9"	"6"	"0"	"4"
"180907267"	"2018-09-07"	"267"	"9,1,3,7,0"	"9"	"1"	"3"	"7"	"0"
"180907268"	"2018-09-07"	"268"	"2,2,5,6,7"	"2"	"2"	"5"	"6"	"7"
"180907269"	"2018-09-07"	"269"	"0,2,9,1,1"	"0"	"2"	"9"	"1"	"1"
"180907270"	"2018-09-07"	"270"	"9,5,4,4,6"	"9"	"5"	"4"	"4"	"6"
"180907271"	"2018-09-07"	"271"	"4,8,0,9,5"	"4"	"8"	"0"	"9"	"5"
"180907272"	"2018-09-07"	"272"	"2,9,3,0,4"	"2"	"9"	"3"	"0"	"4"
"180907273"	"2018-09-07"	"273"	"6,1,7,5,4"	"6"	"1"	"7"	"5"	"4"
